Position,Company,Salary,Min-Salary,Max-Salary,City,Empirical,Education,Work Nature,Advantage,Detail,Address,Coordinate
C/C++后台开发工程师,深信服科技集团,12k-20k,12k,20k,深圳,1-3年,本科及以上,全职,福利待遇、公司发展、,"职位描述：1、负责后台服务系统设计、开发和维护工作；2、参与项目需求分析、联调以及测试工作；3、主动发现并提出项目中出现的各种问题，积极推进项目进度。任职要求：1、本科及以上学历，软件工程、计算机相关专业；2、熟悉Linux操作系统原理,具备良好的数据结构和算法能力；3、精通C/C++有良好的编程习惯，熟悉golang更佳；4、熟悉Unix/Linux开发环境，精通TCP/IP和网络开发",深圳留仙大道大学城创业园B区2楼,"(113.962215, 22.580697)"
C/C++软件开发开程师,全民party,10k-20k,10k,20k,重庆,5-10年,学历不限,全职,团队合作,"岗位职责：负责研发公司跨平台软件，软件采用C++语言、cocos2dx环境进行开发。1.全面理解业务需求，并负责根据需求，完成软件的原型、概要和详细设计2.负责参与该系列软件的全过程开发及自测，保证代码内部的高质量。3.负责该系列软件与其它关联软件的接口设计和维护。4.在团队内开展技术传播，帮助其它团队成员完成C++技术的转型和学习。职位要求：1.5年以上C++应用开发经验,有移动端开发经验2.有丰富的软件架构及设计经验，精通设计模式，曾负责或主导过某一中型以上规模软件的设计和开发3.精通C++语言，熟练使用STL、多线程编程、网络编程等技术，熟悉Boost等技术4.熟悉cocos2dx开发，有上线项目优先5.有多媒体开发经验者优先(跨平台播放器，音视频编解码)，或熟悉ffmpeg,vlc等开源视频播放器的开发应用6.有良好的编程和质量保证习惯，掌握代码重构的技能，熟悉常见的软件开发流程，能与上下游环节高效协作。7.其它：良好的沟通与表达能力，有上进心和创新精神，愿意了解未知领域的问题。",重庆江北嘴平安财富中心B座3楼,"(106.569759, 29.572221)"
C/C++算法开发工程师,一起练琴开发部,12k-20k,12k,20k,深圳,1-3年,本科及以上,全职,发展空间大，创新产品,工作内容：1、在研究人员的指导下进行相关算法的开发及调测；2、参与相关的设计和技术文档的编制；职位要求1、本科以上学历，计算机/软件/通信等相关专业；2、两年以上C/C++开发经验，精通C/C++语言开发；3、具有扎实的编程功底，熟悉常用的数据结构、算法；4、有比较好的数学功底；5、具有良好的沟通、学习和逻辑思维能力；6、责任心强，执行力强，能高效率、高质量的完成既定任务；7、有学习声乐、乐器经历的加分。,深圳西乡华源科技创新园,"(113.866441, 22.567589)"
C语言软件工程师,初灵信息成都视达科信息技术有限公司,6k-8k,6k,8k,成都,1-3年,本科及以上,全职,弹性工作；六险一金；租房补助；午餐补贴,岗位职责：负责CDN软件开发工作参与需求分析，模块设计，文档编写负责的项目须能承担繁重的访问压力职位要求：计算机相关专业本科及以上学历具备2年以上C开发经验熟悉socket通信，熟悉Linux环境网络编程熟练掌握Linux各种调试工具和方法熟悉视频通信协议RTSP、HLS、RTMP等优先福利待遇：奖金：根据工作表现，每年有机会获得1-5个月的项目奖金；补贴：购买商业意外险，提供午餐、交通或租房补贴及考取证书补贴；假期：在国家原有的法定假期基础上，额外赠送2天婚假，每月0.5天带薪事假及每年6天带薪病假；员工关怀：春游、秋游、生日礼品、节日问候、年度体检。本职位招聘企业为[初灵集团]子公司[成都视达科信息技术有限公司]。视达科于2009年在北京注册成立，注册资金10000万人民币，其研发基地和运营中心坐落于成都天府软件园。公司专注于新媒体技术领域创新，拥有多项公开发明专利和实用新型专利，具备ISO9001国际质量体系认证资格。随着国内业务的日趋成熟以及海外业务的飞速增长，视达科先后成立成都视达科、香港视达科等全资子公司，同时在广西、湖南、云南、福建、深圳、山东、安徽、吉林、香港、台湾、柬埔寨、俄罗斯、新加坡、德国、中东、新西兰等地成立了办事处。公司主页：http://www.starcor.com/ch/index.html,成都天府软件园D区6栋8楼＆16楼（北京视达科科技有限公司）,"(104.075394, 30.539734)"
资深C语言研发工程师,诚智天扬研发中心,15k-25k,15k,25k,杭州,3-5年,本科及以上,全职,"晋升空间大,朝九晚五,双休+旅游,绩效+奖金","岗位职责：1.负责语音相关开发，核心技术问题攻坚、疑难问题解决；2.参与语音系统平台技术架构设计和优化，负责代码开发；3.负责音视频编解码及传输工作，基于开源软件定制和优化；4.负责语音质量、语音分析等核心指标优化工作，为上层业务提供支持；岗位要求：1.本科及以上学历，计算机、通信、电子或相关专业；3年以上工作经验；2.精通LinuxC/C++语言编程,熟悉多进程、多线程编程技术,有LINUX高性能网络服务器的编程经验；3.熟悉TCP/IP协议，熟悉rtp/rtcp,rtsp,rtmp流媒体网络传输协议；4.熟悉PCM、AMR媒体格式，熟悉FFMPEG，参与过一定规模的实时音视频系统的开发；5.具有较强的事业心、责任心、以及对新技术的好奇心和钻研能力；",杭州州市文二路391号节能环保科技园E座南区二层,"(120.124776, 30.283041)"
C/C++资深工程师/技术专家-...,美团点评基础架构部,25k-45k,25k,45k,上海,3-5年,本科及以上,全职,团队专业，挑战大,部门介绍：美团基础架构团队，是集团致力于研发公司级、业界领先基础架构组件的核心团队，涵盖服务治理、高性能通信、消息中间件、基础存储、容器化、集群调度等技术领域，提供业界领先的、公司统一的解决方案，为公司业务提供水和电一样的基础服务，持续提升业务研发质量和研发效率。岗位职责：1、为线上业务提供高性能高可扩展的分布式KV缓存服务2、负责KV缓存各个组件模块的研发及一些技术题难的攻关3、设计及开发高效的自动化运维、管理工具，提升运维效率岗位要求：1、熟悉linux下C/C++后台服务开发2、熟悉网络、多线程编程，有高并发、高性能服务优化经验3、有redis、mysql、leveldb等相关经验优先4、有分布式、存储领域研发经验优先5、了解spanner、TiDB、cockroach等系统优先6、对操作系统、内核有相关经验优先岗位亮点：1、分布式KV缓存服务-Squirrel，作为公司最重要的NoSQL服务，支撑了公司每秒数亿的峰值流量，每天数万亿的请求量2、在这里可以体验高并发、高可用、高可扩展性的业务挑战，可以紧跟并开拓业界前沿技术，体会到技术进步带来的生产力提升,上海安化路492号,"(121.4203, 31.215341)"
软件研发工程师（C/C++、Linu...,广州市奥威亚电子科技有限公司研发部,8k-15k,8k,15k,广州,1-3年,本科及以上,全职,"五险一金,年终奖金,节日福利,团队活动",软件研发工程师1.统招本科以上学历，计算机/软件/通信等相关专业；2.可熟练阅读英文技术文档，具备文档编写能力；3.良好的协作能力与沟通能力，具有敬业精神、高度责任感和创新能力、富团队合作精神。岗位要求：1.良好的C/C++编程能力，能熟练使用SVN或者GIT等版本管理软件的客户端；2.熟悉Linux操作系统及Linux多线程、进程通信等内容的编程；熟悉计算机网络编程（TCP/IP、UDP等网络通信协议）；3.对云服务器的部署有一定了解.,广州科学大道中绿地中央广场A1栋13楼,"(113.3612, 23.12468)"
C/C++流媒体开发工程师,浙江新再灵科技股份有限公司,15k-25k,15k,25k,杭州,3-5年,本科及以上,全职,"福利佳,环境好,前景佳","岗位职责：1、负责云端流媒体服务器开发维护；2、服务器性能优化、网络线路优化、问题排查等。专业技能要求：1、3年或以上使用C/C++研发经验，参与过大型流媒体或者流媒体存储相关项目且至少一年以上开发、维护经验；2、熟悉H264/H265音视频编解码技术原理以及常见的媒体封装格式FLV,MP4、TS等；3、熟悉常见的流媒体网络传输协议HTTP、,RTSP、HLV、HLS、SIP等；4、扎实的计算机理论基础，精通linux操作系统原理，掌握多线程，多进程开发技术原理；5、扎实的网络技术基础，精通TCP/UDPsocket编程；6、有过使用webrtc、freeswitch、ffmpeg等开源技术落地产品化经验的优先；7、良好的编程规范，熟悉常见的数据结构、以及编程设计模式；8、有安防视频监控行业背景优先；9、较强的研究分析能力、技术攻关能力。",杭州长河街道东流路1805号格林费尔,"(120.18475, 30.183295)"
C语言开发,人和创建,6k-12k,6k,12k,北京,1-3年,本科及以上,全职,弹性工作 发展空间好,1.统招本科及以上学历，一年及以上LinuxC开发经验2.专业为计算机、电力系统相关；,北京清河小营,"(116.333675, 40.039754)"
C/C++开发工程师—视频网络方向,涂鸦智能云端开发部,15k-25k,15k,25k,杭州,不限,本科及以上,全职,氛围好 福利好 成长空间大,"职位描述：1.针对音视频实时通讯传输、在复杂网络和弱网客户端播放时Qos的保障和优化;2.针对高流量高并发高实时的媒体转发服务器的性能优化;3.收集、分析理解产品需求，并且抽取和分解技术性需求、进行技术预研和关键技术攻关,并完成整个团队业务相关产品的平台建设以及公共组件的沉淀;4.基于产品应用场景进行可用性埋点、采集与统计分析，持续产品与技术优化;5.保持优秀的自我管理和持续学习能力，主导技术分享和培训，提升团队战斗力和个人影响力.职位要求：1.具备扎实的C/C++语言基础，擅长在Linux平台下进行服务端软件开发;2.掌握常见的数据结构和算法;3.熟悉TCP/IP协议，能熟练进行Socket网络编程，多进程/多线程编程;4.熟悉视频编解码与传输技术，熟悉H264,熟悉RTP/RTCP,RTSP,HLS媒体协议;5.熟悉高并发网络事件驱动框架比如libevent/libuv/ACE,熟悉nginx;6.具有良好而规范的编程习惯和文档编写习惯,较好的沟通表达能力和团队合作精神.",杭州古墩路87号浙商财富中心3号楼5/6/7/8/11楼,"(120.100758, 30.270832)"
C语言客户端开发工程师,佰策科技技术部,20k-35k,20k,35k,西安,5-10年,本科及以上,全职,交通便利 福利多多 牛人带队 扁平管理,职位描述：1、负责公司功能机的上层业务等产品的架构设计，迭代开发和重构优化等；2、有余力，兼顾android客户端开发；3、前沿技术研究，承担重点、难点的技术攻坚；职位要求：1、本科及以上学历，理工科相关专业；2、3年以上功能机上层开发经验（展讯，MTk平台），有负责项目架构的成功经验；3、精通C或者C++编码，熟悉android，iOS更佳；4、精通应用程序设计实现，质量保障，性能优化；5、具备良好的沟通和问题分析解决能力，能独立负责项目；6、具备基本网络编程的能力；7、需要具备一定的抗压能力，对加班不抗拒；,西安锦业一路宝德云谷国际B座,"(108.8735, 34.19)"
